duration,input.bin,input.doc_len,input.document_body,input.document_id,input.document_title,input.index,input.rel,input.topic,input.topic_description,input.topic_query,job,output.relevance,output.relevance.annotations,output.relevance.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,reviewers_rel,reviewers_rel_merged,rel_merged,relevant_count,relevant_score,not_relevant_count,not_relevant_score
85.33333333333333,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,1,1,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 12, 'not_relevant': 3})",15,2,15,0.6785245869165041,"Counter({'relevant': 0.8164196969453811, 'not_relevant': 0.1835803030546189})",0.6571428571428571,"Counter({'relevant': 0.8, 'not_relevant': 0.2})",1.0,1.0,1.0,12,0.8164196969453811,3,0.1835803030546189
77.33333333333333,1,245,"<p>ABC has signed a deal to develop a television movie based on the firsthand story of a former member of the Heaven's Gate cult, to be produced by two entertainment companies that employed cult members to design Web sites on the Internet.</p> <p>The Kushner-Locke Company and Interact Entertainment announced the deal today, after days of speculation about the whereabouts and plans of the former member, Richard Ford, who is also known as Rio D'Angelo. A month after leaving the cult, Mr. Ford last week discovered the bodies of the 39 members who committed suicide in Rancho Santa Fe, Calif. He had received a package containing two videotapes announcing the members' intentions.</p> <p>Anne Riccitelli, an ABC spokeswoman in New York, confirmed that the network had ''signed a development deal on this subject,'' but ABC officials said that so far there was no script, proposed cast or broadcast commitment.</p> <p>Kushner-Locke, which has produced television movies with stars like Dolly Parton and Louis Gossett Jr., hired Mr. Ford and the cult's commercial arm, Higher Source, some months ago to design its World Wide Web site. Later, the company put Mr. Ford in touch with Interact, another designer of Web sites that hired him after he left the cult.</p> <p>Separately, the ABC News program ''Prime Time'' showed on Wednesday night what it described as the first pictures of Mr. Ford and promised an exclusive interview with him next week.</p>",920343,ABC Signs Film Deal On the Cult,2,1,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 11, 'not_relevant': 4})",15,2,15,0.5846198904449403,"Counter({'relevant': 0.7372469987961482, 'not_relevant': 0.2627530012038517})",0.580952380952381,"Counter({'relevant': 0.7333333333333333, 'not_relevant': 0.26666666666666666})",1.0,1.0,1.0,11,0.7372469987961482,4,0.2627530012038517
111.4,1,242,"<p>Japan's peace of mind was shattered anew by two incidents that evoked painful memories of last month's nerve gas attack in the Tokyo subway.</p> <p>On Wednesday, more than 500 people went to hospitals with sore throats, coughs and other symptoms after strange-smelling fumes spread through the main railroad station of the port city of Yokohama and through a train. On Friday, about 25 people were taken to the hospital with similar symptoms after smelling something nasty in a Yokohama department store.</p> <p>As of Saturday morning, authorities had not identified the noxious fumes or named any suspects in either incident. Investigators found no residues of gas or any containers in Yokohama Station, leading them to believe the fumes on Wednesday had been sprayed from an atomizer.</p> <p>Meanwhile, police arrested, on trespassing charges, the No. 2 man in Aum Shinrikyo, the fanatical religious cult suspected of dispersing the nerve gas sarin in the Tokyo subway.</p> <p>Despite searching the cult's facilities nearly every day for a month and arresting more than 100 sect members on a variety of charges, police have yet to charge the group with involvement in the subway attack.</p> <p>But a resolution appears to be drawing nearer. Japan's Education Minister last week called for the sect to be stripped of its tax-saving status as a religious organization.</p> <p>The sect's leader, Shoko Asahara, rumored to be ill, has not yet been found.  ANDREW POLLACK</p>",757222,April 16-22; The Scent of Terror,3,1,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 11, 'not_relevant': 4})",15,2,15,0.5741178401470837,"Counter({'relevant': 0.7271944128149721, 'not_relevant': 0.2728055871850278})",0.580952380952381,"Counter({'relevant': 0.7333333333333333, 'not_relevant': 0.26666666666666666})",1.0,1.0,1.0,11,0.7271944128149721,4,0.2728055871850278
57.6,1,237,"<p>USA Networks Interactive, creator of the science fiction cult classics Barbarian Moron and Whirl Girl, has acquired the interactive science fiction assets of the Los Angeles-based Centropolis Entertainment.</p> <p>No price was disclosed for the acquisition..</p> <p>Centropolis has produced science fiction films like ''Stargate'' and ''Independence Day,'' and owns mothership.com, a sci-fi Web site. Its Centropolis Interactive division will be merged with USA's SCIFI.com, to become the largest presence in science fiction interactive entertainment on the Internet, company executives said. The site will be free to Web users, and not subscription based.</p> <p>The hope, said the producer Dean Devlin, who is a partner at Centropolis Entertainment, is that the combined network, called SCIFI.com, will attract not only hard-core fans, but ''broaden science fiction to a lifestyle.''</p> <p>''If you ask most people they say they like sci-fi movies,'' he said in an interview yesterday. The site would include a new slate of entertainment programming, including films, music and online games. ''It has to start with a dream,'' he added.</p> <p>Correction:  June 28, 2000, Wednesday  An article in Business Day on Thursday about the acquisition of the interactive science fiction assets of Centropolis Entertainment by USA Networks Interactive misidentified the creator of the Web character WhirlGirl. She was created by Visionary Media, an independent production company in New York, not USA Networks Interactive.</p>",1209320,SCIFI.com in Venture With Filmmaker,4,0,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'not_relevant': 11, 'relevant': 4})",15,2,15,0.596864417803146,"Counter({'not_relevant': 0.7489154965429834, 'relevant': 0.2510845034570166})",0.580952380952381,"Counter({'not_relevant': 0.7333333333333333, 'relevant': 0.26666666666666666})",0.0,0.0,0.0,4,0.2510845034570166,11,0.7489154965429834
72.53333333333333,1,140,"<p>To the Editor:</p> <p>There is ample evidence that changes in lifestyle do matter.</p> <p>Smokers who at 30 quit for 10 years have virtually the same level of risk of lung cancer as those who never smoked. And sedentary elders who start walking daily improve their cognitive capacities.</p> <p>People who adopt healthy lifestyles enhance the quality of their lives. It feels good to take more control of one's body.</p> <p>Research shows that hope, optimism and a sense of purpose are not illusionary when it comes to promoting health as well as happiness.</p> <p>The resilient attitude is a state of mind that resides in the body just as does its counterpart, despair. Which do you think is healthier?</p> <p>Alex J. Zautra  Tempe, Ariz., April 17, 2005</p> <p>The writer is a psychology professor at Arizona State University.</p>",1667028,Vital at 50: Does Lifestyle Matter?,5,0,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'not_relevant': 12, 'relevant': 3})",15,2,15,0.6533196413041553,"Counter({'not_relevant': 0.7974026286060636, 'relevant': 0.20259737139393647})",0.6571428571428571,"Counter({'not_relevant': 0.8, 'relevant': 0.2})",0.0,0.0,0.0,3,0.20259737139393647,12,0.7974026286060636
53.06666666666667,1,173,"<p>To the Editor:</p> <p>An Oct. 6 news article on the mass sect deaths in Switzerland and Canada says it was not clear whether sects led by Luc Jouret had any connection to the several groups that go under the name of Rosicrucians.</p> <p>The Rosicrucian Order, Amorc, has no connection to any of Mr. Jouret's sects. Mr. Jouret has never been a member of the Ancient Mystical Order Rosae Crucis. The Rosicrucian Order, Amorc, is a registered, nonprofit, self-help organization operating in nearly every country in the world. It provides philosophical and educational instruction by mail to more than 200,000 students worldwide. The Rosicrucian Order, Amorc, is not a religion and does not require a fixed set of beliefs.</p> <p>This tragedy goes against everything we stand for. These events have no relationship to our teachings. We share the same concern that others have about cults and the destructive influence that they can have. KRISTIE E. KNUTSON  President, English Grand Lodge Rosicrucian Order, Amorc San Jose, Calif., Oct. 7, 1994</p>",717639,Not a Rosicrucian,6,0,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 13, 'not_relevant': 2})",15,2,15,0.7873875720148269,"Counter({'relevant': 0.8884484849237121, 'not_relevant': 0.11155151507628798})",0.7523809523809524,"Counter({'relevant': 0.8666666666666667, 'not_relevant': 0.13333333333333333})",1.0,1.0,0.0,13,0.8884484849237121,2,0.11155151507628798
86.0,1,153,"<p>The body of a man was found yesterday floating off the Queens shoreline at Breezy Point, the police said.</p> <p>There was no identification on the body, but the police said the man was Asian. Sgt. Virgil Hickmon of the 101st Precinct Detective Squad said there was ""a possibility"" that the man may have been from the ill-fated ship Golden Venture, which was smuggling Chinese immigrants when it went aground last week off the Rockaway Peninsula.</p> <p>Six people died in the incident, and all of the bodies were recovered. Federal officials said last week that they believed everyone who was aboard the ship had been accounted for.</p> <p>The decomposed body, discovered by a security guard shortly after 1 P.M. off Bedford Avenue, was that of a male about 5 feet 4 inches tall and 110 pounds. He was wearing blue sweat pants and a red-flowered shirt.</p>",615531,Body Found Floating Off Queens Coastline,31,1,362,Identify incidents of human smuggling.,human smuggling,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 14, 'not_relevant': 1})",15,2,15,0.9003386625838807,"Counter({'relevant': 0.9512088825449495, 'not_relevant': 0.048791117455050666})",0.8666666666666667,"Counter({'relevant': 0.9333333333333333, 'not_relevant': 0.06666666666666667})",2.0,1.0,1.0,14,0.9512088825449495,1,0.048791117455050666
123.26666666666667,1,102,"<p>A violent gang brought boatloads of Chinese immigrants to this country under extremely harsh conditions, then imprisoned them until each paid a $25,000 fee for their illegal passage, Federal prosecutors say.</p> <p>The indictment of 14 reputed gang members yesterday is the first time the Federal Racketeer Influenced and Corrupt Organizations Act, used so often against organized crime figures, has been used in an alien smuggling case, said the United States Attorney, Faith S. Hochberg.</p> <p>The case began when the Coast Guard intercepted a fishing boat last summer 350 miles off Norfolk, Va.</p>",750492,New Jersey Daily Briefing; 14 Indicted in Immigrant Racket,32,2,362,Identify incidents of human smuggling.,human smuggling,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 15, 'not_relevant': 0})",15,1,15,1.0,"Counter({'relevant': 1.0, 'not_relevant': 0.0})",1.0,"Counter({'relevant': 1.0, 'not_relevant': 0.0})",2.0,1.0,1.0,15,1.0,0,0.0
61.733333333333334,1,172,"<p>LEAD: The Indian authorities say they have uncovered child-smuggling gangs that send children as young as 5 years old to Persian Gulf countries to be used as human sirens in camel races.</p> <p>The Indian authorities say they have uncovered child-smuggling gangs that send children as young as 5 years old to Persian Gulf countries to be used as human sirens in camel races.</p> <p>According to Indian police officials, the children are strapped to the backs of racing camels, where their screams spur on the animals.</p> <p>It appears from early investigations that some poor Indian families are cooperating with the racketeers in the hope of making modest amounts of money from the camels in the racing season, which runs from October through January.</p> <p>India's Central Bureau of Investigation began an inquiry into charges that several hundred children from India and Pakistan may have been transported to Abu Dhabi and other Persian Gulf countries in August. Two men have been arrested.</p>",289234,Children From India Are Said To Be Used in Camel Races,33,2,362,Identify incidents of human smuggling.,human smuggling,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 15, 'not_relevant': 0})",15,1,15,1.0,"Counter({'relevant': 1.0, 'not_relevant': 0.0})",1.0,"Counter({'relevant': 1.0, 'not_relevant': 0.0})",2.0,1.0,1.0,15,1.0,0,0.0
69.93333333333334,1,48,"<p>An article in Business Day on Tuesday about immigrant workers from Latin America who are expected to send $30 billion back to families and friends this year misstated the total number of such workers in the United States. It is 16.6 million, not 6.6 million.</p>",1583395,Corrections,34,0,362,Identify incidents of human smuggling.,human smuggling,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'not_relevant': 12, 'relevant': 3})",15,2,15,0.6735317150937289,"Counter({'not_relevant': 0.8125667366473256, 'relevant': 0.18743326335267438})",0.6571428571428571,"Counter({'not_relevant': 0.8, 'relevant': 0.2})",0.0,0.0,0.0,3,0.18743326335267438,12,0.8125667366473256
