_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,highlighted1,highlighted10,highlighted11,highlighted12,highlighted13,highlighted14,highlighted15,highlighted16,highlighted17,highlighted18,highlighted19,highlighted2,highlighted20,highlighted3,highlighted4,highlighted5,highlighted6,highlighted7,highlighted8,highlighted9,notrelevant_snippets,relevance_s1,relevance_s2,relevance_s3,relevance_s4,relevance_s5,relevant_snippets,startchars1,startchars10,startchars11,startchars12,startchars13,startchars14,startchars15,startchars16,startchars17,startchars18,startchars19,startchars2,startchars20,startchars3,startchars4,startchars5,startchars6,startchars7,startchars8,startchars9,termnumber1,termnumber10,termnumber11,termnumber12,termnumber13,termnumber14,termnumber15,termnumber16,termnumber17,termnumber18,termnumber19,termnumber2,termnumber20,termnumber3,termnumber4,termnumber5,termnumber6,termnumber7,termnumber8,termnumber9,bin,doc_len,document_body,document_id,document_title,hiddeninput_gold,highlighted10_gold,highlighted11_gold,highlighted12_gold,highlighted13_gold,highlighted14_gold,highlighted15_gold,highlighted16_gold,highlighted17_gold,highlighted18_gold,highlighted19_gold,highlighted1_gold,highlighted20_gold,highlighted2_gold,highlighted3_gold,highlighted4_gold,highlighted5_gold,highlighted6_gold,highlighted7_gold,highlighted8_gold,highlighted9_gold,index,notrelevant_snippets_gold,rel,relevance_s1_gold,relevance_s2_gold,relevance_s3_gold,relevance_s4_gold,relevance_s5_gold,relevant_snippets_gold,sentence0,sentence1,sentence10,sentence11,sentence12,sentence13,sentence14,sentence15,sentence16,sentence17,sentence18,sentence19,sentence2,sentence20,sentence3,sentence4,sentence5,sentence6,sentence7,sentence8,sentence9,startchars10_gold,startchars11_gold,startchars12_gold,startchars13_gold,startchars14_gold,startchars15_gold,startchars16_gold,startchars17_gold,startchars18_gold,startchars19_gold,startchars1_gold,startchars20_gold,startchars2_gold,startchars3_gold,startchars4_gold,startchars5_gold,startchars6_gold,startchars7_gold,startchars8_gold,startchars9_gold,termnumber10_gold,termnumber11_gold,termnumber12_gold,termnumber13_gold,termnumber14_gold,termnumber15_gold,termnumber16_gold,termnumber17_gold,termnumber18_gold,termnumber19_gold,termnumber1_gold,termnumber20_gold,termnumber2_gold,termnumber3_gold,termnumber4_gold,termnumber5_gold,termnumber6_gold,termnumber7_gold,termnumber8_gold,termnumber9_gold,topic,topic_description,topic_query
1459625599,11/20/2017 14:56:03,3059098233,11/20/2017 14:54:23,False,prodege,1,72002e84ac2c11ee1a91f2b8a235c488ab72bb77c97332f23960d889d4087412,USA,ME,Caribou,190.188.49.122,,"[""Aum Shinrikyo,""]",,,,,,,,,,,,,"[""changed its name to Aleph from Aum Shinrikyo"",""sect must report the names of its members and details of its assets and activities""]",[],,,,,,"[""s1"",""s2"",""s4"",""s5""]",,,,,,"[""s3""]",[],,,,,,,,,,,[],,"[""147 167 184 203 221 243 265 287 "",""364 391 419 450 479 511 541 573 610 644 683 718 755 796 835 ""]",[],[],,,,,[],,,,,,,,,,,[],,"[""12 13 14 15 16 17 18 19 "",""22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 ""]",[],[],,,,,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1459625599,11/20/2017 15:14:17,3059160669,11/20/2017 15:13:01,False,clixsense,1,0f3f1a2b146b69349a868304959d83317ecd474154eaaf2020e38940928f25b8,CAN,QC,Montréal,131.62.31.230,,"[""Aum Shinrikyo,""]",,,,,,,,,,,,,"[""recently changed its name to Aleph from Aum Shinrikyo""]",,,,,,,"[""s2"",""s4"",""s5""]",,,,,,"[""s1"",""s3""]","[""52 62 ""]",,,,,,,,,,,[],,"[""127 147 167 184 203 221 243 265 287 ""]",[],[],,,,,"[""6 7 ""]",,,,,,,,,,,[],,"[""11 12 13 14 15 16 17 18 19 ""]",[],[],,,,,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1459625599,11/20/2017 17:56:30,3059722662,11/20/2017 17:54:56,False,coinworker,1,ddce51081a5b03b8433d2cb346f1c6561cdfd16753d906d9a352f4537759d1b5,GBR,T6,Peterhead,150.162.195.165,,"[""Aum Shinrikyo,""]",,,,,,,,,,,[],,"[""Aleph"",""Aum Shinrikyo""]",,,,,,,"[""s2"",""s4"",""s5""]",,,,,,"[""s1"",""s3""]","[""52 62 ""]",,,,,,,,,,,[],,"[""221 "",""265 287 ""]",[],[],,,,,"[""6 7 ""]",,,,,,,,,,,[],,"[""16 "",""18 19 ""]",[],[],,,,,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1459625599,11/20/2017 18:05:55,3059749766,11/20/2017 18:04:45,False,prodege,1,70295c5b96161796fe82e599da09dc30a6014f6a6672a0a92a252844bcd7e3ae,GBR,L9,Sheffield,146.228.206.103,,"[""Aum Shinrikyo,"",""killed 12 people in a nerve gas attack""]",,,,,,,,,,,"[""sect's""]",,"[""Aleph"",""Aum Shinrikyo"",""the sect must report the names of its members and details of its assets and activities to the authorities.""]","[""the group's every move will be monitored by the authorities,""]",,,,,,"[""s5""]",,,,,,"[""s1"",""s2"",""s3"",""s4""]","[""52 62 "",""143 162 178 199 217 235 258 280 ""]",,,,,,,,,,,"[""864 ""]",,"[""221 "",""265 287 "",""339 364 391 419 450 479 511 541 573 610 644 683 718 755 796 835 882 922 964 ""]","[""187 205 228 250 272 295 317 347 371 397 ""]",[],,,,,"[""6 7 "",""12 13 14 15 16 17 18 19 ""]",,,,,,,,,,,"[""36 ""]",,"[""16 "",""18 19 "",""21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 ""]","[""14 15 16 17 18 19 20 21 22 23 ""]",[],,,,,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1459625599,11/20/2017 18:10:37,3059766270,11/20/2017 18:09:43,False,bitcoinget,1,e96d5c616d785e9eb4a0a290a1a11b12e5fcc9bdf3795cc5c11472179009b568,USA,GA,Atlanta,9.28.129.84,,"[""threat""]",,,,,,,,,,,,,"[""details""]",,"[""democracy""]",,,,,"[""s2"",""s4""]",,,,,,"[""s1"",""s3"",""s5""]","[""600 ""]",,,,,,,,,,,[],,"[""644 ""]",[],"[""524 ""]",,,,,"[""30 ""]",,,,,,,,,,,[],,"[""31 ""]",[],"[""27 ""]",,,,,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1459625599,11/20/2017 18:26:15,3059813142,11/20/2017 18:24:56,False,prodege,1,972f22bbbd78398c385496add50f8191cf1e169855c22dd17863845105848738,CAN,ON,Scarborough,191.228.31.224,,"[""pose a threat to society"",""society""]",,,,,,,,,,,,,"[""Aum Shinrikyo"",""the sect must report the names of its members and details of its assets and activities to the authorities.""]",,,,,,,"[""s2"",""s4"",""s5""]",,,,,,"[""s1"",""s3""]","[""536 569 600 637 671 "",""671 ""]",,,,,,,,,,,[],,"[""265 287 "",""339 364 391 419 450 479 511 541 573 610 644 683 718 755 796 835 882 922 964 ""]",[],[],,,,,"[""28 29 30 31 32 "",""32 ""]",,,,,,,,,,,[],,"[""18 19 "",""21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 ""]",[],[],,,,,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1459625599,11/20/2017 18:33:14,3059835387,11/20/2017 18:31:32,False,superrewards,1,5f74142f635637f3d574d15f65b973a1f04592fb8158e7b606e0c49084ae90cf,USA,OH,Dayton,178.222.8.184,,"[""Aum Shinrikyo,""]",,,,,,,,,,,,,"[""Aleph""]",,,,,,,"[""s2"",""s4"",""s5""]",,,,,,"[""s1"",""s3""]","[""52 62 ""]",,,,,,,,,,,[],,"[""221 ""]",[],[],,,,,"[""6 7 ""]",,,,,,,,,,,[],,"[""16 ""]",[],[],,,,,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1459625599,11/20/2017 18:54:33,3059904356,11/20/2017 18:53:12,False,prodege,1,3e6cedb20717ecd5937cbc29d23b2c0bed63d7deeb27eaa0eb77b74d4c4274c1,USA,NY,New York,178.97.253.205,,"[""Aum Shinrikyo,""]",,,,,,,,,,,,,"[""Aum Shinrikyo""]","[""group's every move will be monitored by the authorities,""]","[""violation of the group's basic rights""]",,,,,"[""s2""]",,,,,,"[""s1"",""s3"",""s4"",""s5""]","[""52 62 ""]",,,,,,,,,,,[],,"[""265 287 ""]","[""205 228 250 272 295 317 347 371 397 ""]","[""129 150 165 182 204 225 ""]",,,,,"[""6 7 ""]",,,,,,,,,,,[],,"[""18 19 ""]","[""15 16 17 18 19 20 21 22 23 ""]","[""11 12 13 14 15 16 ""]",,,,,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1459625599,11/20/2017 18:56:00,3059908600,11/20/2017 18:52:13,False,elite,1,59d138c8d469c91ef47d7b2ed85521fa8cd3e0055d5d6d18a4beb39adbcf5f3d,GBR,I2,Manchester,253.149.246.115,,"[""put the sect under surveillance""]",,,,,,,,,,,,,,,,,,,,"[""s2"",""s3"",""s4"",""s5""]",,,,,,"[""s1""]","[""966 1009 1053 1099 1147 ""]",,,,,,,,,,,[],,[],[],[],,,,,"[""39 40 41 42 43 ""]",,,,,,,,,,,[],,[],[],[],,,,,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1459625599,11/20/2017 21:04:53,3060309912,11/20/2017 21:03:23,False,prodege,1,daa4576cc5b208e5b5c0d3ccd72f7bebd5659112b51d84fc320ae27ba25db575,GBR,F8,Saint Albans,146.217.121.136,,"[""Aum Shinrikyo,"",""killed 12 people in a nerve gas attack on the Tokyo subway in 1995,""]",,,,,,,,,,,,,"[""Aleph"",""Aum Shinrikyo""]",,,,,,,"[""s2"",""s4"",""s5""]",,,,,,"[""s1"",""s3""]","[""52 62 "",""143 162 178 199 217 235 258 280 306 329 354 382 412 439 ""]",,,,,,,,,,,[],,"[""221 "",""265 287 ""]",[],[],,,,,"[""6 7 "",""12 13 14 15 16 17 18 19 20 21 22 23 24 25 ""]",,,,,,,,,,,[],,"[""16 "",""18 19 ""]",[],[],,,,,1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
