topic,document_id,rel,doc_len,bin,topic_query,topic_description,paragraph_index,paragraph_text,paragraph_score_tfidf,paragraph_score_lda,paragraph_score_lsi,paragraph_score_word2vec,reviewers_rel,ordered_no_highlight,ordered_highlight,random_no_highlight,random_highlight,reviewers_rel_merged
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p1,"LEAD: A judge in Federal Bankruptcy Court ruled today that a fundamentalist church, Bible Speaks, had ''abused the trust'' of a chief contributor, and he ordered the return of $6.6 million that the member said she had been duped into donating.",0.021182969399999998,0.668040957,0.9814303055,0.4159818472,0.0,0.6899561922617801,0.540903223280283,0.0,0.33761718564692417,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p2,"A judge in Federal Bankruptcy Court ruled today that a fundamentalist church, Bible Speaks, had ''abused the trust'' of a chief contributor, and he ordered the return of $6.6 million that the member said she had been duped into donating.",0.0213150046,0.6666520666,0.9808697023,0.4159818503,0.0,0.5518658517572244,0.48335335360090953,0.0,0.33761718564692417,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p3,"The judge, James F. Queenan Jr., who had presided over a three-week nonjury trial that ended April 17, ruled that the founder of Bible Speaks, the Rev. Carl H. Stevens, was guilty of ''clerical deceit, avarice and subjugation.''",0.0144064439,0.6980421798,0.9632235585,0.3764284543,0.0,0.6215795177188105,0.540903223280283,0.0,0.21111949188169657,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p4,"The contributor, Elizabeth Dayton Dovydenas, 34 years old, had sued the church, Mr. Stevens and the church secretary, Kathy Hill, for the return of donations she made while a parishioner from 1983 to 1986.",0.0205727802,0.6979116117,0.9713599226999999,0.3835990392,0.0,0.4192408996753792,0.4577046385522244,0.0,0.07051406434258224,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p5,"Mrs. Dovydenas's attorney, Gordon Walker, said today that his client felt vindicated.",0.0,0.6714011865999999,0.9792183467,0.2839550875,0.0,0.29499137932611447,0.24836486327167898,0.0,0.07609302722133311,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p6,"A woman who answered the telephone at the church's headquarters in Lenox, Mass., referred all calls to the church's lawyer, Roy Grutman. Mr. Grutman's secretary said he was taking a deposition and could not be reached for comment.",0.022928672,0.6869731537999999,0.9955790393,0.3769772948,0.0,0.3668696646275883,0.38435684806794135,0.0,0.0,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p7,"Mr. Walker said the decision meant that the church could no longer claim protection from creditors under the First Amendment, which guarantees freedom of religious expression. Hearing Set for Creditors",0.0128558374,0.7070161466,0.9350438017,0.43577246259999997,0.0,0.37794523284922993,0.326806978388568,0.0,0.0,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p8,"He said a committee of the church's creditors had submitted a repayment plan, which will be considered at a June 5 hearing. Mrs. Dovydenas is by far the largest creditor among the group, seeking more than $7 million.",0.021593755699999998,0.6964909884,0.9698133868000001,0.3700556879,0.0,0.3606028019354347,0.4577046385522244,0.0,0.1450148749260495,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p9,"Mr. Walker said he doubted assertions by the church that an adverse court ruling would spell financial disaster for it. The church says it has 10,000 followers around the world. It has its headquarters on the 69-acre campus of a former school, in one of the weathiest enclaves in the Berkshires.",0.0325059434,0.7169699678,0.9636394825,0.5110863551,0.0,0.5571386664506763,0.38435684806794135,0.0,0.039957447586246496,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p10,"Mrs. Dovydenas accused the church of undue influence and fraud, contending that the 57-year-old pastor exploited her unusually susceptible nature by winning her devotion and lying to coax gifts of stock and cash from her.",0.024832999900000003,0.6704317236999999,0.9567027343000001,0.4761084865,0.0,0.4287869027491456,0.3110541061627932,0.0,0.18438474307652075,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p11,The church had contended she gave willingly and had no second thoughts until her family had her undergo ''deprogramming'' from the church's beliefs in early 1986.,0.0177383151,0.7410227291,0.9999076656,0.4545020885,0.0,0.4365833305891744,0.3315183994206026,0.0,0.0,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p12,"Mrs. Dovydenas is the daughter of a founder of the Dayton-Hudson Corporation, the fifth-largest retail chain in the United States. The corporation was valued by Wall Street at $4.4 billion.",0.0348941823,0.6716555794,0.9126121846999999,0.45230818729999994,0.0,0.4192408996753792,0.30591473295105237,0.0,0.0689218477047164,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p13,She has said the gifts to Bible Speaks amounted to a third of her net worth at the time.,0.0128642521,0.6821407246,0.9920473149,0.3576291061,0.0,0.44224191489479786,0.4100055631166265,0.0,0.14442729549027425,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p14,Mrs. Dovydenas testified that she gave a $1 million gift in early 1985 to stop the migraine headaches of the pastor's fiancee. Mrs. Dovydenas said she gave the church $5 million later in 1985 when she was told a Bible Speaks pastor was being tortured in Rumania for carrying money to an underground church.,0.0177119172,0.6714246364,0.9924778931999999,0.4555981751,0.0,0.5518658517572244,0.30586968437191747,0.0,0.18056287512536084,0
325,42094,0,524,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p15,Church members testified they did not know until after the donation was made that the pastor had been released.,0.0448669708,0.7235028003,0.9222342737,0.42439820100000003,0.0,0.29499137932611447,0.30586968437191747,0.0,0.036135579635086616,0
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p1,LEAD:,0.0,0.7397248867,0.9117621529000001,0.0,2.0,0.05066380260607063,0.1712436624704435,0.0,0.0,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p2,WOMBS AND ALIEN SPIRITS,0.008831479100000001,0.6632960995,0.6797126023000001,0.14415450859999998,2.0,0.0818367849482478,0.1712436624704435,0.0,0.0,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p3,"Women, Men and the Zar Cult in Northern Sudan.",0.33641825909999995,0.8261540117,0.9993171023999999,0.4916414111,2.0,0.6071523085227994,0.715760231660705,0.0,0.36953558678005355,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p4,By Janice Boddy.,0.010623951100000001,0.7168887159,0.9984326051000001,0.12927314539999998,2.0,0.0,0.1712436624704435,0.0,0.0,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p5,399 pp. Madison:,0.0,0.7103700642,0.655095607,0.0368778541,2.0,0.12212120295162446,0.1712436624704435,0.0,0.0,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p6,The University of Wisconsin Press.,0.0131538315,0.6583278549,0.9274455173,0.1891527646,2.0,0.07145740034555384,0.3198050184042871,0.0,0.0,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p7,"Cloth, $45. Paper, $23.95.",0.0,0.6609876561,0.8383398164,0.0,2.0,0.12212120295162446,0.22755274307404935,0.0,0.0,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p8,WOMBS AND ALIEN SPIRITS,0.008831479100000001,0.6632960995,0.6797126023000001,0.14415450859999998,2.0,0.20395798789987224,0.2430100568947246,0.0,0.0,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p9,"Women, Men and the Zar Cult in Northern Sudan.",0.33641825909999995,0.8261540117,0.9993171023999999,0.4916414111,2.0,0.7425767119511504,0.7186387392310718,0.0,0.36953558678005355,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p10,By Janice Boddy.,0.010623951100000001,0.7168887159,0.9984326051000001,0.12927314539999998,2.0,0.1395525917507765,0.1712436624704435,0.0,0.0,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p11,399 pp. Madison:,0.0,0.7103700642,0.655095607,0.0368778541,2.0,0.05066380260607063,0.1712436624704435,0.0,0.0,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p12,The University of Wisconsin Press.,0.0131538315,0.6583278549,0.9274455173,0.1891527646,2.0,0.1376048253345445,0.3198050184042871,0.0,0.0,1
