_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,highlighted1,highlighted2,highlighted3,highlighted4,highlighted5,notrelevant_snippets,relevance_s1,relevance_s2,relevance_s3,relevance_s4,relevance_s5,relevant_snippets,bin,doc_len,document_body,document_id,document_title,hiddeninput_gold,highlighted1_gold,highlighted2_gold,highlighted3_gold,highlighted4_gold,highlighted5_gold,index,notrelevant_snippets_gold,rel,relevance_s1_gold,relevance_s2_gold,relevance_s3_gold,relevance_s4_gold,relevance_s5_gold,relevant_snippets_gold,sentence0,sentence1,sentence10,sentence11,sentence12,sentence13,sentence14,sentence15,sentence16,sentence17,sentence18,sentence19,sentence2,sentence20,sentence3,sentence4,sentence5,sentence6,sentence7,sentence8,sentence9,topic,topic_description,topic_query
1429453518,10/28/2017 18:40:22,2966794111,10/28/2017 18:39:11,False,instagc,1,f405e02b65677f27fee52251d6e00cb1b4fb1f72af5f6aac77ebc1823a022f01,GBR,F2,Fareham,253.149.36.130,,,,,,,"[""s2"",""s4"",""s5""]",,,,,,"[""s1"",""s3""]",1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1429453518,10/28/2017 19:03:11,2966831368,10/28/2017 19:00:48,False,coinworker,1,bae23261e899735a93b34bd646c6f632b8d75887e565651de3ba92902e105c37,USA,NJ,Newark,188.126.106.150,,,,,,,"[""s2"",""s3"",""s4"",""s5""]",,,,,,"[""s1""]",1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1429453518,10/28/2017 19:11:13,2966844414,10/28/2017 19:10:27,False,prodege,1,972f22bbbd78398c385496add50f8191cf1e169855c22dd17863845105848738,CAN,ON,Scarborough,191.228.31.224,,,,,,,"[""s2"",""s4"",""s5""]",,,,,,"[""s1"",""s3""]",1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1429453518,10/28/2017 20:13:51,2966939259,10/28/2017 20:13:10,False,instagc,1,a918c28a0f233d38b4fc06bc82a113208140a90771bda4e9b6a0de1f8282b099,USA,IN,Avon,183.144.110.102,,,,,,,"[""s2"",""s4"",""s5""]",,,,,,"[""s1"",""s3""]",1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1429453518,10/28/2017 20:14:16,2966939998,10/28/2017 20:12:59,False,bitcoinget,1,2a4adcac3d5a39a6ed4b6f757ac067bc739177eef14ce616d06084be84114ca4,USA,CA,San Jose,231.39.243.44,,,,,,,"[""s2"",""s4""]",,,,,,"[""s1"",""s3"",""s5""]",1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1429453518,10/28/2017 20:27:58,2966960501,10/28/2017 20:27:21,False,coinworker,1,bbb0205930c86d781eb7d324808c3e38608103bb9f3f7d8a4daad7813ada5c13,GBR,D7,Stourbridge,146.233.183.180,,,,,,,"[""s2"",""s4"",""s5""]",,,,,,"[""s1"",""s3""]",1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1429453518,10/28/2017 21:17:29,2967033018,10/28/2017 21:16:20,False,instagc,1,61fd51974b151b65bb26beaf6c7ad73b2ac54a3cfb28ec82e78be86c6c450502,CAN,QC,Brossard,86.56.248.233,,,,,,,"[""s1"",""s4"",""s5""]",,,,,,"[""s2"",""s3""]",1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1429453518,10/28/2017 21:31:29,2967055806,10/28/2017 21:27:21,False,prodege,1,72002e84ac2c11ee1a91f2b8a235c488ab72bb77c97332f23960d889d4087412,USA,ME,Caribou,190.188.49.122,,,,,,,"[""s1"",""s2"",""s3"",""s4"",""s5""]",,,,,,"[""none""]",1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1429453518,10/28/2017 21:35:36,2967061838,10/28/2017 21:29:32,False,bitcoinget,1,64eeff090a45ee97db4b629d29ddce9ce0fb98213bb116f1a9eac7ee138a0713,USA,NY,New York,93.244.224.44,,,,,,,"[""s2"",""s3"",""s4"",""s5""]",,,,,,"[""s1""]",1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
1429453518,10/28/2017 21:38:15,2967066135,10/28/2017 21:35:56,False,instagc,1,bd19aa2adb5a1df22ccaaeda766439016683263b10e769996be6bda750851e6b,USA,SC,Chesnee,11.141.250.233,,,,,,,"[""s3"",""s4"",""s5""]",,,,,,"[""s1"",""s2""]",1,196,"<p>A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.</p> <p>The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.</p> <p>Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.</p> <p>Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.</p> <p>Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.</p>",1173003,Japan Puts Gas-Attack Sect Under Scrutiny,,,,,,,1,,1,,,,,,,Japan Puts Gas-Attack Sect Under Scrutiny,"A public commission ruled today that Aum Shinrikyo, the religious group that killed 12 people in a nerve gas attack on the Tokyo subway in 1995, continues to pose a threat to society and it instructed security authorities to put the sect under surveillance for up to three years.",,,,,,,,,,,"The Public Security Examination Commission, which is technically an independent panel but is heavily influenced by the government, invoked a law enacted last year that will allow the police and Justice Ministry officials to enter the sect's property for inspections without a search warrant.",,"Under the surveillance law -- specifically directed at the group, which recently changed its name to Aleph from Aum Shinrikyo -- the sect must report the names of its members and details of its assets and activities to the authorities.","Beginning on Tuesday, when the commission's decision will be published in a government gazette, the group's every move will be monitored by the authorities, a security official said.",Human rights advocates and civil libertarians denounced the decision as a violation of the group's basic rights and warned that the action could have broad implications for democracy in Japan.,,,,,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles
